기준일,지점,상품군,상품명,보유잔액,계좌수,목표금액,달성률(%),수익률(%),담당자
2025-12-18,울산지점,보험,방카슈랑스,78095000,32.0,68125540,114.6,1.63,오태양
2025-01-18,광주지점,투자,P2P연계,5020000,29.0,3656824,137.3,-3.72,조시우
2025-04-01,대전지점,카드,신용카드,114045000,46.0,154620065,73.8,1.26,강시우
2025-07-24,대전지점,투자,P2P연계,15505000,35.0,22941238,67.6,4.05,서유진
2025-11-02,제주지점,카드,신용카드,15389000,37.0,21094584,73.0,1.52,서지호
2025-09-19,세종지점,카드,신용카드,42540000,30.0,30245353,140.6,3.82,이지호
2025-09-06,여의도PB센터,여신,전세자금대출,76898000,38.0,100683736,76.4,2.48,서서연
2025-05-07,본점영업부,여신,주택담보대출,11057000,33.0,16572372,66.7,2.55,임지호
2025-12-11,본점영업부,여신,전세자금대출,84017000,34.0,94654239,88.8,1.95,최태양
2025-04-25,강남금융센터,카드,체크카드,85156000,36.0,125834181,67.7,1.3,황서윤
2025-12-31,서울지점,수신,외화예금,9467000,27.0,7082515,133.7,1.43,박수아
2025-11-30,제주지점,투자,P2P연계,61535000,45.0,80195201,76.7,1.46,서하준
2025-03-13,본점영업부,카드,신용카드,75894000,37.0,93684509,81.0,2.77,강현우
2025-02-21,강남금융센터,수신,적금,52274000,43.0,57141642,91.5,2.53,최가은
2025-11-16,본점영업부,여신,주택담보대출,28100000,36.0,33732698,83.3,2.76,장지호
2025-06-22,대구지점,여신,전세자금대출,1904000,32.0,2741053,69.5,1.98,전현우
2025-05-23,대구지점,카드,신용카드,49764000,34.0,55927103,89.0,3.67,정도윤
2025-06-02,인천지점,여신,주택담보대출,22986000,41.0,16265444,141.3,1.38,박시우
2025-10-29,광주지점,카드,체크카드,54349000,31.0,77495056,70.1,1.53,윤예준
2025-01-21,대전지점,투자,펀드,45400000,36.0,66667459,68.1,0.36,서서윤
2025-09-27,충북지점,수신,정기예금,9362000,40.0,11424552,81.9,1.35,박지우
2025-01-18,본점영업부,여신,주택담보대출,8564000,44.0,6785745,126.2,3.77,정현우
2025-10-29,광주지점,수신,외화예금,6563000,35.0,8891506,73.8,2.78,김준서
2025-07-02,부산지점,투자,P2P연계,8523000,31.0,11145236,76.5,6.29,송건우
2025-09-08,세종지점,수신,정기예금,11000000,38.0,15472210,71.1,1.76,김하준
2025-05-08,광주지점,여신,소액신용대출,7517000,25.0,10186132,73.8,2.45,한현우
2025-09-15,전남지점,여신,전세자금대출,18203000,33.0,22166563,82.1,1.35,류건우
2025-08-26,제주지점,카드,신용카드,26784000,36.0,36474593,73.4,1.47,박도윤
2025-03-07,전북지점,여신,주택담보대출,20274000,33.0,26597339,76.2,2.47,송건우
2025-03-24,강원지점,카드,신용카드,24320000,32.0,29174151,83.4,1.48,강지우
2025-12-17,경기지점,수신,적금,24263000,36.0,19027509,127.5,2.37,송서윤
2025-10-02,본점영업부,수신,정기예금,242770000,35.0,191164483,127.0,2.52,서지민
2025-02-28,제주지점,여신,주택담보대출,38253000,34.0,27359225,139.8,2.01,서민준
2025-08-02,전남지점,여신,전세자금대출,9832000,39.0,8281234,118.7,2.19,조태양
2025-04-19,전남지점,투자,펀드,119065000,42.0,129606026,91.9,4.8,임다은
2025-04-25,경남지점,여신,주택담보대출,63516000,43.0,91200706,69.6,0.86,전서연
2025-08-12,강남금융센터,여신,소액신용대출,57093000,44.0,59090646,96.6,3.13,홍채원
2025-04-23,경기지점,수신,적금,2128000,37.0,2264984,94.0,1.55,신채원
2025-08-20,본점영업부,보험,방카슈랑스,22465000,,24542383,91.5,0.76,홍도윤
2025-01-02,경남지점,여신,소액신용대출,28530000,44.0,32148567,88.7,2.55,송시우
2025-04-18,경북지점,여신,주택담보대출,78452000,36.0,110946034,70.7,2.73,임지우
2025-10-09,인천지점,보험,방카슈랑스,22686000,46.0,18642605,121.7,-1.57,김태양
2025-11-23,강원지점,카드,신용카드,2764000,36.0,3167754,87.3,2.66,서현우
2025-06-23,경기지점,투자,펀드,8096000,35.0,6385470,126.8,-1.68,전가은
2025-10-24,대전지점,카드,신용카드,146619000,39.0,151483723,96.8,2.55,류유진
2025-02-13,전북지점,수신,적금,9853000,38.0,14236231,69.2,2.53,임건우
2025-09-11,전남지점,수신,적금,2544000,34.0,2806432,90.6,0.77,홍현우
2025-02-25,대전지점,수신,적금,85960000,31.0,87279069,98.5,0.71,윤시우
2025-09-01,충북지점,수신,외화예금,53913000,42.0,80560504,66.9,1.97,홍민준
2025-12-27,강남금융센터,보험,방카슈랑스,44802000,42.0,42571649,105.2,0.5,윤태양
2025-04-02,본점영업부,투자,펀드,40588000,35.0,57203014,71.0,10.56,최가은
2025-12-31,부산지점,수신,정기예금,93680000,42.0,139775343,67.0,2.09,이민준
2025-09-10,서울지점,여신,전세자금대출,49199000,38.0,46048510,106.8,2.24,박가은
2025-06-19,인천지점,수신,정기예금,371228000,43.0,417055454,89.0,2.41,윤도윤
2025-01-26,서울지점,여신,소액신용대출,68406000,41.0,74170221,92.2,2.83,임지우
2025-06-27,강남금융센터,카드,신용카드,18157000,41.0,13548504,134.0,1.75,윤채원
2025-03-19,전북지점,카드,신용카드,49856000,30.0,38641298,129.0,1.53,홍도윤
2025-06-22,경북지점,카드,체크카드,73744000,28.0,54279209,135.9,1.45,권서연
2025-08-20,인천지점,수신,정기예금,184438000,38.0,227627800,81.0,2.09,이유진
2025-10-31,충북지점,카드,체크카드,8418000,35.0,12155173,69.3,1.45,박도윤
2025-03-13,경기지점,수신,외화예금,41374000,30.0,60238988,68.7,1.66,홍태양
2025-04-25,본점영업부,여신,전세자금대출,8929000,38.0,8280655,107.8,1.56,송현우
2025-10-19,전남지점,수신,정기예금,54199000,37.0,66978799,80.9,2.28,임서연
2025-11-27,대전지점,투자,펀드,10888000,45.0,7702611,141.4,-0.62,강서연
2025-04-20,강남금융센터,수신,외화예금,8781000,35.0,7068560,124.2,2.96,홍서연
2025-10-25,대구지점,투자,P2P연계,21236000,22.0,15228804,139.4,2.87,오준서
2025-04-04,인천지점,여신,소액신용대출,15218000,40.0,22407813,67.9,1.64,홍태양
2025-04-11,광주지점,여신,주택담보대출,16793000,33.0,12177125,137.9,0.47,임도윤
2025-07-03,경기지점,카드,신용카드,36829000,36.0,52606315,70.0,2.45,박지우
2025-09-07,대전지점,여신,주택담보대출,7062000,32.0,10390834,68.0,2.5,이지민
2025-01-18,대구지점,여신,전세자금대출,29296000,35.0,21191592,138.2,2.09,류준서
2025-10-04,충남지점,수신,적금,50125000,37.0,73946109,67.8,1.47,신현우
2025-09-02,대전지점,카드,신용카드,9068000,30.0,12608974,71.9,2.0,박가은
2025-11-17,강원지점,수신,적금,61382000,30.0,54658372,112.3,2.66,강서연
2025-09-18,경기지점,여신,전세자금대출,31801000,45.0,27966283,113.7,3.8,송가은
2025-08-29,강남금융센터,수신,외화예금,4408000,47.0,4861514,90.7,1.88,홍도윤
2025-07-11,대구지점,여신,전세자금대출,122293000,29.0,97391332,125.6,3.49,전시우
2025-08-08,전북지점,수신,외화예금,6501000,32.0,9375765,69.3,2.36,한서연
2025-01-05,광주지점,수신,정기예금,10447000,49.0,11904572,87.8,0.57,장다은
2025-10-02,전북지점,여신,소액신용대출,26169000,25.0,23498924,111.4,1.58,안채원
2025-09-10,충남지점,수신,적금,5993000,39.0,6001802,99.9,3.99,최예준
2025-09-20,대구지점,여신,전세자금대출,27248000,33.0,34575524,78.8,3.07,윤하준
2025-05-17,본점영업부,수신,적금,22022000,31.0,24351138,90.4,1.54,이건우
2025-01-21,인천지점,투자,펀드,70553000,23.0,57911407,121.8,0.17,최도윤
2025-02-26,부산지점,투자,P2P연계,16524000,34.0,21464775,77.0,8.29,조유진
2025-06-20,울산지점,여신,소액신용대출,8742000,29.0,11117915,78.6,0.98,윤유진
2025-02-28,세종지점,수신,적금,18252000,35.0,17822025,102.4,2.08,한가은
2025-08-17,충북지점,카드,체크카드,217743000,30.0,198322356,109.8,2.51,홍민준
2025-10-31,부산지점,카드,체크카드,23102000,32.0,29491425,78.3,1.39,전하준
2025-01-15,전남지점,여신,전세자금대출,12244000,28.0,13033949,93.9,1.93,송지우
2025-10-26,인천지점,수신,정기예금,59671000,40.0,88161924,67.7,1.29,황민준
2025-06-28,전북지점,수신,적금,13888000,38.0,13830441,100.4,2.06,오지호
2025-05-26,대전지점,보험,방카슈랑스,22904000,35.0,22885071,100.1,6.97,전채원
2025-11-19,전남지점,여신,주택담보대출,11368000,,14793511,76.8,3.04,조민준
2025-12-19,경기지점,수신,적금,7255000,,10224831,71.0,1.89,김하준
2025-05-13,광주지점,여신,전세자금대출,35811000,37.0,49358167,72.6,2.13,황수아
2025-06-11,전남지점,투자,펀드,3887000,36.0,5773225,67.3,1.43,서현우
2025-10-12,전북지점,여신,주택담보대출,11755000,27.0,14563367,80.7,2.39,임준서
2025-08-28,서울지점,여신,주택담보대출,13124000,32.0,15692065,83.6,3.18,오서연
2025-06-28,대전지점,카드,신용카드,31705000,38.0,27634434,114.7,1.74,권준서
2025-05-09,울산지점,수신,외화예금,6769000,35.0,8118358,83.4,1.36,서서윤
2025-05-31,세종지점,수신,정기예금,54712000,39.0,78952276,69.3,2.32,강민준
2025-10-12,강남금융센터,수신,적금,38246000,39.0,37983163,100.7,1.29,이민서
2025-06-09,서울지점,수신,적금,21646000,41.0,24374164,88.8,1.43,홍지호
2025-05-20,세종지점,여신,주택담보대출,15880000,33.0,21295515,74.6,2.46,윤준서
2025-06-01,부산지점,여신,소액신용대출,53742000,44.0,70623333,76.1,1.51,박예준
2025-01-16,부산지점,여신,주택담보대출,12948000,36.0,9548417,135.6,1.81,임채원
2025-06-24,세종지점,투자,P2P연계,180698000,35.0,260720665,69.3,11.1,송지호
2025-07-09,전남지점,여신,주택담보대출,96407000,27.0,80339817,120.0,2.27,
2025-01-31,충남지점,투자,P2P연계,27795000,46.0,30714761,90.5,3.94,박지민
2025-08-05,대구지점,투자,P2P연계,50649000,29.0,40191849,126.0,0.16,
2025-04-22,제주지점,투자,펀드,11381000,35.0,11470272,99.2,-5.15,이서연
2025-12-15,강남금융센터,카드,신용카드,27266000,39.0,32973031,82.7,1.81,류하준
2025-09-04,제주지점,여신,소액신용대출,13270000,27.0,16338505,81.2,2.86,류채원
2025-07-09,전북지점,여신,전세자금대출,64397000,36.0,91866271,70.1,2.59,서민서
2025-08-23,부산지점,여신,소액신용대출,9001000,24.0,6317684,142.5,3.31,이준서
2025-05-20,본점영업부,투자,P2P연계,9461000,34.0,10809241,87.5,-0.59,장서연
2025-05-04,대구지점,여신,전세자금대출,32548000,37.0,33601073,96.9,0.97,한민준
2025-05-17,서울지점,수신,적금,205122000,43.0,285739277,71.8,2.69,임지우
2025-04-13,세종지점,여신,주택담보대출,6732000,32.0,8281303,81.3,1.37,안유진
2025-06-25,여의도PB센터,카드,신용카드,10382000,29.0,11054601,93.9,2.6,신예준
2025-10-20,여의도PB센터,수신,적금,14531000,36.0,13404141,108.4,2.17,윤서윤
2025-09-07,전북지점,카드,체크카드,29398000,31.0,29501185,99.7,1.49,강지민
2025-12-21,본점영업부,카드,체크카드,20706000,48.0,21392053,96.8,3.2,
2025-05-25,경남지점,투자,P2P연계,41196000,49.0,35992995,114.5,5.16,이도윤
2025-12-16,강원지점,수신,적금,81500000,36.0,78659187,103.6,2.73,류태양
2025-11-15,본점영업부,수신,외화예금,12804000,31.0,17586652,72.8,2.42,박도윤
2025-03-13,전남지점,보험,방카슈랑스,11678000,40.0,17175238,68.0,1.16,정다은
2025-10-29,광주지점,여신,주택담보대출,10520000,27.0,12003485,87.6,2.27,조지우
2025-05-16,경남지점,여신,주택담보대출,34687000,36.0,25679538,135.1,2.04,정가은
2025-06-23,충북지점,수신,적금,10535000,35.0,10799281,97.6,0.87,서도윤
2025-11-14,세종지점,수신,적금,83131000,32.0,68644592,121.1,2.44,황채원
2025-12-26,충북지점,투자,P2P연계,20539000,46.0,22527883,91.2,9.38,윤지호
2025-03-24,인천지점,수신,외화예금,10856000,27.0,9824329,110.5,1.51,송지우
2025-02-14,충남지점,수신,정기예금,55372000,36.0,73886533,74.9,2.05,오유진
2025-10-11,여의도PB센터,수신,정기예금,26797000,39.0,36790292,72.8,1.1,오도윤
2025-04-23,세종지점,카드,체크카드,32129000,39.0,27159562,118.3,2.82,황지우
2025-04-02,충북지점,투자,펀드,62828000,46.0,51868018,121.1,-0.69,한지민
2025-11-14,울산지점,수신,적금,43202000,40.0,40330478,107.1,1.79,장수아
2025-10-27,대전지점,투자,P2P연계,48956000,35.0,65798673,74.4,4.71,임지우
2025-01-29,대구지점,보험,방카슈랑스,24276000,39.0,20672135,117.4,-0.64,정서연
2025-02-14,세종지점,여신,소액신용대출,3194000,45.0,3499120,91.3,1.12,
2025-06-20,울산지점,수신,외화예금,17387000,45.0,21582723,80.6,3.6,박준서
2025-05-04,세종지점,여신,주택담보대출,64172000,30.0,92841890,69.1,1.48,송민준
2025-12-24,대구지점,수신,외화예금,138167000,34.0,205300993,67.3,2.8,한민서
2025-08-25,서울지점,수신,적금,52112000,24.0,36905175,141.2,1.76,안지우
2025-12-20,경기지점,투자,펀드,26355000,38.0,38692688,68.1,4.37,김도윤
2025-10-17,여의도PB센터,카드,체크카드,77781000,35.0,84711330,91.8,2.61,권채원
2025-02-13,경북지점,카드,신용카드,4650000,37.0,3416662,136.1,2.74,송하준
2025-11-11,부산지점,수신,외화예금,115073000,39.0,87072734,132.2,2.49,오가은
2025-11-28,서울지점,투자,펀드,14370000,32.0,14017483,102.5,6.38,
2025-12-31,대구지점,카드,체크카드,15420000,46.0,17835216,86.5,1.46,오서연
2025-01-25,충남지점,수신,외화예금,24760000,42.0,24260851,102.1,0.98,조현우
2025-01-27,울산지점,수신,외화예금,29891000,54.0,30838159,96.9,2.95,신유진
2025-05-23,강원지점,수신,적금,148724000,46.0,216693645,68.6,2.03,강지민
2025-06-02,전북지점,수신,적금,26212000,35.0,27825243,94.2,2.53,최수아
2025-12-28,경북지점,투자,펀드,2207000,41.0,3271775,67.5,7.36,전현우
2025-07-19,광주지점,수신,적금,11801000,30.0,17494226,67.5,1.52,윤하준
2025-07-27,부산지점,투자,P2P연계,7368000,39.0,10791388,68.3,9.85,홍가은
2025-04-19,세종지점,카드,체크카드,15371000,36.0,11720791,131.1,2.83,박지민
2025-10-01,여의도PB센터,수신,외화예금,1446000,37.0,1046778,138.1,1.89,임가은
2025-11-04,경북지점,수신,외화예금,45318000,34.0,39080382,116.0,1.03,정시우
2025-01-24,서울지점,카드,체크카드,19536000,42.0,18923123,103.2,2.68,강수아
2025-11-26,울산지점,여신,전세자금대출,6476000,32.0,4611380,140.4,3.43,최하준
2025-03-07,전남지점,여신,주택담보대출,100398000,36.0,138655676,72.4,1.9,윤서윤
2025-01-29,전북지점,투자,P2P연계,10160000,40.0,11194577,90.8,0.96,류서윤
2025-10-17,제주지점,여신,주택담보대출,47979000,38.0,70651904,67.9,4.24,황준서
2025-02-17,경북지점,수신,적금,10651000,41.0,14143032,75.3,2.76,강지우
2025-07-22,전북지점,여신,소액신용대출,6020000,35.0,7932734,75.9,2.1,박예준
2025-07-01,경남지점,카드,신용카드,21882000,38.0,17998394,121.6,0.83,최지호
2025-08-16,전북지점,여신,소액신용대출,23543000,31.0,28106573,83.8,1.17,
2025-03-23,경기지점,카드,신용카드,17334000,34.0,25289395,68.5,2.24,서서연
2025-12-21,울산지점,수신,적금,47811000,32.0,55548370,86.1,3.47,박서윤
2025-02-20,제주지점,카드,체크카드,2655000,33.0,2001836,132.6,1.62,권수아
2025-06-22,세종지점,여신,소액신용대출,5753000,37.0,5233774,109.9,2.12,장태양
2025-06-02,광주지점,여신,전세자금대출,91160000,32.0,128301818,71.1,1.95,윤서윤
2025-11-08,전북지점,여신,소액신용대출,29937000,35.0,23448343,127.7,2.28,류태양
2025-10-02,경남지점,수신,정기예금,53375000,39.0,66659616,80.1,2.4,박현우
2025-05-27,대전지점,카드,신용카드,6633000,39.0,7607535,87.2,1.39,윤시우
2025-01-24,충남지점,여신,주택담보대출,8300000,34.0,11476085,72.3,2.09,전태양
2025-06-06,전남지점,여신,전세자금대출,14910000,34.0,15628485,95.4,3.15,강다은
2025-03-01,강원지점,여신,소액신용대출,39702000,38.0,37056800,107.1,2.08,권지민
2025-07-20,강남금융센터,수신,외화예금,17107000,40.0,16542690,103.4,2.01,서준서
2025-02-09,충남지점,투자,펀드,3507000,33.0,3515155,99.8,4.0,김예준
2025-09-22,세종지점,투자,P2P연계,88759000,29.0,96296663,92.2,3.44,권서윤
2025-05-25,강남금융센터,수신,정기예금,8469000,28.0,7760817,109.1,2.4,조지호
2025-09-29,충남지점,투자,펀드,41895000,37.0,38684201,108.3,-5.71,서민준
2025-06-30,강남금융센터,수신,적금,85368000,32.0,106012076,80.5,1.71,박서연
2025-12-16,충북지점,수신,적금,5103000,47.0,4037742,126.4,1.48,조태양
2025-08-22,대구지점,여신,소액신용대출,13733000,32.0,17304434,79.4,1.38,홍시우
2025-08-02,울산지점,수신,외화예금,16878000,37.0,25133143,67.2,0.71,김지민
2025-01-21,제주지점,여신,소액신용대출,12848000,31.0,17062788,75.3,3.12,윤민준
2025-11-05,경남지점,여신,소액신용대출,15657000,33.0,17345220,90.3,1.86,최현우
2025-09-13,울산지점,보험,방카슈랑스,30736000,36.0,26719356,115.0,0.23,서시우
2025-07-27,본점영업부,여신,소액신용대출,101042000,34.0,77491982,130.4,0.91,
2025-02-20,세종지점,투자,P2P연계,18840000,38.0,18863748,99.9,2.64,홍유진
2025-02-07,제주지점,투자,P2P연계,46108000,42.0,61267342,75.3,7.54,홍태양
2025-06-25,울산지점,수신,정기예금,7581000,41.0,10042639,75.5,1.68,권지민
2025-11-11,경남지점,보험,방카슈랑스,7384000,35.0,7608299,97.1,-1.4,윤현우
2025-03-27,경남지점,카드,신용카드,63308000,37.0,63220641,100.1,2.48,권준서
2025-06-16,충북지점,수신,정기예금,2429000,35.0,3264501,74.4,1.1,임도윤
2025-03-24,서울지점,여신,소액신용대출,67762000,42.0,93159662,72.7,1.67,임가은
2025-03-19,전북지점,수신,외화예금,-1,34.0,5176120,121.5,1.67,황채원
2025-07-17,충북지점,여신,소액신용대출,30769000,41.0,37950459,81.1,2.23,
2025-06-22,광주지점,수신,적금,33702000,44.0,34950959,96.4,1.09,김지우
2025-09-13,전남지점,보험,방카슈랑스,50013000,,54048161,92.5,0.44,신지민
2025-12-25,울산지점,여신,주택담보대출,56431000,42.0,53466536,105.5,1.85,송채원
2025-07-24,대전지점,수신,외화예금,43373000,26.0,54870006,79.0,1.24,이지우
2025-07-24,광주지점,수신,정기예금,27409000,35.0,38569153,71.1,3.06,조준서
2025-03-18,경북지점,카드,체크카드,2500000,27.0,2053427,121.7,0.48,서태양
2025-07-08,서울지점,투자,P2P연계,42052000,38.0,40610101,103.6,1.79,조하준
2025-03-05,제주지점,카드,체크카드,25366000,43.0,27780155,91.3,1.71,임준서
2025-05-04,인천지점,여신,소액신용대출,11664000,32.0,8899928,131.1,2.25,권채원
2025-06-13,전남지점,투자,P2P연계,12689000,32.0,12359192,102.7,6.2,임유진
2025-08-21,전북지점,여신,주택담보대출,110803000,29.0,160913848,68.9,3.42,홍채원
2025-12-06,광주지점,카드,신용카드,7354000,38.0,10086568,72.9,2.83,신지우
2025-11-01,제주지점,수신,외화예금,9576000,45.0,8205632,116.7,1.33,윤유진
2025-11-01,여의도PB센터,카드,신용카드,41478000,31.0,39066109,106.2,0.67,전하준
2025-09-07,전북지점,수신,외화예금,7247000,39.0,5476762,132.3,1.42,황다은
2025-05-29,전북지점,보험,방카슈랑스,63988000,39.0,81254871,78.7,6.49,장도윤
2025-10-26,대구지점,여신,소액신용대출,13920000,44.0,15768444,88.3,2.39,황지우
2025-06-10,강원지점,여신,소액신용대출,21716000,36.0,30887615,70.3,0.53,한채원
2025-01-13,강남금융센터,보험,방카슈랑스,8912000,41.0,6370927,139.9,10.61,전하준
2025-01-12,부산지점,여신,주택담보대출,31982000,31.0,34206588,93.5,2.4,안태양
2025-09-17,서울지점,투자,P2P연계,19958000,24.0,26898406,74.2,0.8,서지우
2025-06-25,경북지점,수신,외화예금,40704000,35.0,52393817,77.7,2.33,오예준
2025-10-22,경남지점,수신,정기예금,16948000,43.0,22678673,74.7,2.76,전건우
2025-03-29,충북지점,여신,전세자금대출,56240000,40.0,42905983,131.1,0.8,조민준
2025-11-03,경북지점,카드,체크카드,7732000,45.0,9327715,82.9,1.81,송민서
2025-03-26,광주지점,수신,정기예금,9310000,45.0,9312347,100.0,1.79,안하준
2025-02-24,경북지점,수신,정기예금,191484000,33.0,226533061,84.5,2.91,오태양
2025-04-01,울산지점,여신,소액신용대출,12093000,50.0,16206517,74.6,2.99,김현우
2025-10-15,강남금융센터,보험,방카슈랑스,13252000,32.0,18303312,72.4,0.15,류채원
2025-11-12,경기지점,수신,정기예금,27229000,28.0,24380859,111.7,2.44,최지민
2025-04-04,경북지점,여신,소액신용대출,14796000,34.0,11640539,127.1,2.66,황하준
2025-07-19,인천지점,보험,방카슈랑스,25145000,,27020907,93.1,6.33,박민준
2025-04-23,경남지점,카드,체크카드,16642000,42.0,20846702,79.8,2.47,최하준
2025-07-20,세종지점,수신,적금,25882000,41.0,30289554,85.4,2.37,안태양
2025-07-10,제주지점,투자,P2P연계,44920000,46.0,45932578,97.8,3.61,조서윤
2025-09-29,강원지점,수신,외화예금,118893000,34.0,117393387,101.3,2.03,안예준
2025-08-09,전남지점,수신,외화예금,48917000,37.0,39168035,124.9,1.93,안태양
2025-03-04,제주지점,수신,적금,3298000,35.0,2616323,126.1,1.84,이민서
2025-08-30,부산지점,여신,전세자금대출,19131000,37.0,17618063,108.6,0.52,송도윤
2025-07-25,전남지점,보험,방카슈랑스,41651000,37.0,55773659,74.7,7.5,송지민
2025-04-01,부산지점,여신,소액신용대출,10428000,25.0,11902731,87.6,0.44,홍도윤
2025-08-03,여의도PB센터,여신,소액신용대출,39172000,30.0,48702440,80.4,1.88,김채원
2025-03-29,경기지점,카드,체크카드,1459000,24.0,1500163,97.3,2.34,서다은
2025-08-23,여의도PB센터,투자,펀드,26949000,34.0,33671103,80.0,-1.26,조현우
2025-07-02,충남지점,여신,주택담보대출,6183000,29.0,4366797,141.6,2.19,윤민서
2025-06-04,세종지점,카드,신용카드,9112000,39.0,6431298,141.7,1.97,최유진
2025-10-04,광주지점,수신,적금,14516000,27.0,11167314,130.0,2.81,김지민
2025-09-25,인천지점,보험,방카슈랑스,21030000,38.0,26345205,79.8,9.62,윤채원
2025-07-01,제주지점,여신,소액신용대출,14439000,50.0,16738551,86.3,1.14,한예준
2025-06-21,여의도PB센터,투자,펀드,39741000,40.0,51972136,76.5,8.57,류수아
2025-04-20,경남지점,카드,체크카드,32829000,55.0,41610850,78.9,3.03,신건우
2025-04-27,서울지점,투자,P2P연계,37359000,39.0,33374596,111.9,5.72,황지우
2025-03-02,제주지점,여신,주택담보대출,18566000,30.0,14362253,129.3,2.32,이지호
2025-06-01,충북지점,보험,방카슈랑스,30589000,37.0,26122756,117.1,3.35,류다은
2025-07-08,경북지점,카드,체크카드,90669000,33.0,114169718,79.4,1.61,서지우
2025-04-15,광주지점,수신,적금,48542000,,39334504,123.4,2.4,이현우
2025-12-02,본점영업부,수신,적금,10997000,37.0,9251082,118.9,1.84,장예준
2025-12-01,여의도PB센터,투자,P2P연계,23653000,42.0,33764639,70.1,4.09,임도윤
2025-03-05,전남지점,투자,펀드,3417000,33.0,2579002,132.5,7.49,안현우
2025-07-28,광주지점,수신,외화예금,23648000,44.0,25920196,91.2,1.28,한채원
2025-12-17,세종지점,카드,체크카드,10943000,37.0,10871036,100.7,0.52,조건우
2025-03-21,여의도PB센터,투자,P2P연계,8994000,45.0,11272230,79.8,-5.17,최시우
2025-10-14,대전지점,투자,펀드,14734000,41.0,15001023,98.2,4.38,강현우
2025-07-31,경북지점,수신,정기예금,6321000,31.0,6008313,105.2,3.24,박채원
2025-12-06,충북지점,투자,펀드,98584000,42.0,136914319,72.0,0.05,류다은
2025-04-17,서울지점,투자,펀드,23120000,30.0,24676829,93.7,-3.63,박도윤
2025-05-16,경남지점,카드,신용카드,23855000,32.0,33600552,71.0,1.86,서예준
2025-01-29,전북지점,보험,방카슈랑스,11303000,47.0,11337231,99.7,11.29,장지민
2025-10-21,대전지점,카드,체크카드,3193000,33.0,2274880,140.4,1.91,홍다은
2025-03-05,서울지점,여신,소액신용대출,55528000,40.0,73723213,75.3,0.85,최수아
2025-03-27,울산지점,수신,적금,31349000,38.0,38453343,81.5,1.3,김예준
2025-12-06,본점영업부,투자,펀드,26093000,36.0,19366341,134.7,6.6,정수아
2025-09-27,강원지점,여신,주택담보대출,28585000,37.0,22641234,126.3,1.54,서지우
2025-10-29,충남지점,카드,신용카드,14074000,36.0,10960869,128.4,1.13,안다은
2025-05-26,서울지점,여신,주택담보대출,5973000,23.0,8799556,67.9,2.79,최건우
2025-12-07,전남지점,여신,주택담보대출,8972000,32.0,8219394,109.2,1.1,최서연
2025-12-04,울산지점,보험,방카슈랑스,73864000,34.0,79254255,93.2,0.48,임하준
2025-09-06,인천지점,여신,소액신용대출,40259000,39.0,41709172,96.5,2.3,정지호
2025-04-28,충남지점,보험,방카슈랑스,111351000,30.0,147847175,75.3,-5.64,권예준
2025-04-29,전북지점,여신,소액신용대출,44422000,41.0,45846429,96.9,1.47,송시우
2025-09-02,서울지점,수신,정기예금,6267000,36.0,6672185,9999.0,2.45,전수아
2025-02-24,전남지점,보험,방카슈랑스,48620000,38.0,44299853,109.8,-2.11,이태양
2025-06-04,경북지점,보험,방카슈랑스,52545000,48.0,49784087,105.5,1.16,박지우
2025-05-25,경남지점,여신,소액신용대출,18209000,39.0,23529699,77.4,2.26,안가은
2025-11-24,충북지점,여신,주택담보대출,5101000,31.0,5131071,99.4,2.19,조예준
2025-08-24,세종지점,보험,방카슈랑스,1000000,41.0,1479181,67.6,0.89,김현우
2025-02-19,대전지점,카드,신용카드,53468000,37.0,41088801,130.1,2.81,신하준
2025-07-25,인천지점,카드,신용카드,28671000,36.0,25235663,113.6,0.38,서태양
2025-06-03,경북지점,투자,P2P연계,18055000,31.0,22993420,78.5,4.34,김태양
2025-10-28,부산지점,수신,적금,17085000,43.0,22073356,77.4,1.66,류하준
2025-05-31,본점영업부,여신,소액신용대출,17980000,41.0,18160260,99.0,0.54,송지우
2025-11-23,경북지점,여신,전세자금대출,205730000,26.0,267982400,76.8,1.75,정건우
2025-04-19,강남금융센터,투자,P2P연계,5814000,40.0,6530782,89.0,-0.52,권태양
2025-04-23,강원지점,투자,P2P연계,27809000,41.0,25347358,109.7,10.82,정지호
2025-06-06,광주지점,여신,소액신용대출,33946000,40.0,48234651,70.4,2.64,황서윤
2025-11-06,충남지점,수신,적금,14781000,32.0,14474735,102.1,1.97,전건우
2025-09-22,강원지점,보험,방카슈랑스,6947000,46.0,5526950,125.7,0.39,전유진
2025-02-25,제주지점,투자,펀드,11468000,41.0,17122014,67.0,6.33,황도윤
2025-05-30,서울지점,여신,주택담보대출,64519000,28.0,80370626,80.3,1.65,
2025-06-10,전남지점,여신,소액신용대출,33437000,25.0,28511140,117.3,3.1,강유진
2025-06-18,대전지점,수신,외화예금,79383000,41.0,90905013,87.3,1.11,안수아
2025-01-31,전남지점,수신,적금,2457000,30.0,2260852,108.7,1.93,오수아
2025-08-25,전북지점,투자,펀드,81444000,35.0,71238451,114.3,5.88,황민서
2025-12-15,강남금융센터,수신,적금,46221000,33.0,60521813,76.4,2.81,조가은
2025-06-09,충남지점,수신,정기예금,6193000,28.0,7864861,78.7,1.04,권지호
2025-04-16,울산지점,여신,전세자금대출,110610000,44.0,95323001,116.0,1.42,신시우
