대출ID,신청일,대출금액,금리(%),기간(개월),신용등급,지역,연령대,대출목적,연체여부,연체일수,상환상태
LN200713,2024-02-24,2610000,14.63,60,5등급,울산,40대,기타,Y,29,연체
LN203166,2024-04-10,1740000,7.32,24,3등급,전남,20대,교육비,N,0,정상상환
LN203158,2025-03-22,1140000,9.89,24,3등급,제주,60대 이상,주거자금,N,0,정상상환
LN205157,2024-12-22,2630000,10.35,12,3등급,부산광역시,40대,기타,N,0,정상
LN205812,2024-04-01,1630000,14.3,48,5등급,충남,20대,주거자금,N,0,정상
LN203761,2024-07-28,2780000,10.82,60,3등급,대전,40대,의료비,N,0,완제
LN202304,2025-03-13,2640000,4.51,60,1등급,울산,20대,채무상환,N,0,상환중
LN204842,2025-01-27,1090000,6.88,60,2등급,광주,20대,교육비,N,0,상환중
LN204361,2024-01-17,2410000,14.61,12,5등급,충남,40대,교육비,N,0,정상
LN204679,2024-05-17,6850000,9.26,12,3등급,대구,20대,기타,N,0,정상상환
LN200558,2025-03-08,1370000,10.69,48,4등급,서울,30대,생활자금,N,0,완제
LN201604,2024-06-15,1730000,8.41,6,3등급,세종,30대,교육비,N,0,상환중
LN205821,2025-04-22,1680000,20.5,12,7등급,충남,60대 이상,의료비,N,0,완제
LN205630,2024-02-17,2040000,9.42,24,3등급,인천,30대,의료비,N,0,상환중
LN202539,2025-03-01,3940000,7.83,24,2등급,부산,30대,주거자금,N,0,상환중
LN201678,2024-03-21,1260000,12.81,36,4등급,충북,20대,교육비,N,0,정상상환
LN205803,2024-10-15,1840000,9.12,36,3등급,충남,40대,교육비,N,0,정상
LN204738,2024-10-08,1530000,7.67,6,4등급,경북,50대,사업자금,N,0,완제
LN203070,2024-03-22,780000,17.73,24,6등급,울산,30대,생활자금,N,0,정상상환
LN205687,2024-12-12,500000,11.96,36,4등급,광주,50대,교육비,N,0,상환중
LN204688,2024-01-09,930000,10.61,60,4등급,전북,30대,사업자금,N,0,정상상환
LN200006,2025-04-16,2020000,7.07,60,3등급,경기,40대,의료비,N,0,상환중
LN201764,2024-03-19,7760000,11.78,24,4등급,세종,20대,의료비,N,0,완제
LN204919,2025-03-16,1260000,8.74,12,3등급,세종,30대,채무상환,N,0,상환중
LN202651,2025-04-28,9220000,18.11,48,6등급,울산,60대 이상,사업자금,N,0,정상상환
LN205849,2024-07-09,1520000,10.34,60,4등급,경북,30대,사업자금,N,0,완제
LN202679,2024-03-25,1820000,13.45,24,4등급,제주,30대,의료비,Y,30,연체
LN202056,2024-05-07,900000,7.14,12,2등급,부산,20대,사업자금,N,0,정상
LN201624,2025-05-01,8760000,10.66,48,4등급,광주,60대 이상,의료비,N,0,정상상환
LN205910,2024-04-08,3500000,5.82,24,1등급,전남,40대,생활자금,N,0,정상
LN205030,2025-04-07,7030000,17.38,36,5등급,충남,30대,교육비,N,0,정상
LN201369,2024-04-22,1100000,12.68,36,4등급,경기,40대,생활자금,N,0,정상상환
LN203344,2025-03-02,810000,13.56,24,5등급,부산,30대,교육비,N,0,정상상환
LN200575,2025-02-27,840000,10.86,24,3등급,대전,50대,교육비,N,0,상환중
LN205605,2024-06-03,3590000,9.23,6,3등급,인천,40대,주거자금,N,0,상환중
LN202547,2024-01-03,2790000,11.56,24,4등급,충북,50대,채무상환,N,0,상환중
LN205305,2025-06-15,2110000,6.68,48,1등급,광주,30대,생활자금,N,0,상환중
LN200323,2024-07-03,910000,10.4,6,3등급,전남,30대,기타,N,0,완제
LN205673,2024-11-20,9100000,12.92,12,4등급,세종,50대,사업자금,N,0,완제
LN205208,2024-02-19,2090000,6.96,24,3등급,대구,30대,기타,N,0,상환중
LN200142,2024-02-05,2220000,13.01,48,4등급,부산,30대,생활자금,N,0,상환중
LN201928,2025-01-29,720000,6.83,48,2등급,경남,30대,의료비,N,0,정상상환
LN205592,2024-05-10,1300000,8.36,48,3등급,울산,50대,사업자금,N,0,상환중
LN200177,2025-05-07,2430000,10.02,6,3등급,대전,30대,교육비,N,0,상환중
LN205155,2025-05-13,1920000,9.47,48,4등급,경기,60대 이상,사업자금,N,0,상환중
LN205304,2024-06-12,5820000,17.61,6,6등급,전북,30대,의료비,Y,35,연체
LN204007,2025-05-31,3100000,16.73,24,5등급,충남,40대,기타,N,0,완제
LN203213,2024-08-09,5670000,8.51,36,3등급,대전,30대,주거자금,N,0,상환중
LN204015,2024-12-11,1490000,10.0,48,4등급,광주,30대,생활자금,N,0,정상
LN200408,2024-02-25,7160000,11.61,6,4등급,부산,20대,의료비,Y,40,연체
LN201402,2025-01-08,3820000,8.88,36,3등급,울산,30대,의료비,N,0,상환중
LN204527,2025-05-12,4100000,6.19,48,2등급,전남,60대 이상,채무상환,N,0,상환중
LN203294,2024-10-05,1400000,16.51,6,5등급,제주,30대,기타,N,0,정상
LN203212,2024-05-16,7610000,8.43,24,3등급,경기,40대,채무상환,N,0,상환중
LN204121,2024-05-05,6350000,,24,,,40대,,N,0,정상상환
LN202754,2025-01-18,3270000,15.26,48,4등급,인천,50대,기타,N,0,상환중
LN202251,2024-11-08,3060000,10.34,60,3등급,경남,30대,주거자금,N,0,정상
LN204293,2024-05-09,2100000,15.2,12,5등급,대전,30대,주거자금,N,0,완제
LN205428,2024-10-06,1900000,5.72,60,1등급,대전,50대,채무상환,N,0,상환중
LN205420,2024-07-29,2390000,6.09,12,2등급,경기도,40대,의료비,N,0,정상상환
LN201720,2025-06-15,2050000,18.43,36,7등급,전북,30대,의료비,아니오,0,정상
LN200481,2025-06-09,880000,6.07,48,2등급,서울,40대,주거자금,N,0,완제
LN204493,2025-01-20,2310000,11.65,60,4등급,부산광역시,50대,기타,Y,17,연체
LN203741,2024-05-26,7620000,5.22,12,1등급,경북,60대 이상,교육비,N,0,상환중
LN204388,2024-02-18,2860000,18.46,12,6등급,인천,30대,채무상환,N,0,완제
LN202975,2025-01-11,3140000,7.08,24,3등급,경기,30대,생활자금,N,0,완제
LN204398,2025-03-26,990000,18.6,12,6등급,울산,40대,생활자금,N,0,완제
LN200513,2024-02-05,2630000,7.42,12,1등급,경남,50대,기타,N,0,상환중
LN203478,2024-02-25,2250000,6.34,12,1등급,광주,20대,의료비,N,0,상환중
LN200059,2025-06-11,1180000,8.5,60,3등급,세종,50대,생활자금,N,0,상환중
LN204176,2024-12-11,3220000,13.12,24,4등급,제주,40대,사업자금,N,0,정상상환
LN204730,2024-08-11,1630000,13.36,36,4등급,광주,40대,채무상환,N,0,상환중
LN205494,2025-04-19,2970000,,12,,,30대,,N,0,정상
LN203216,2025-04-13,3080000,17.85,60,6등급,인천,50대,의료비,N,0,상환중
LN204503,2024-03-30,2120000,10.49,60,3등급,광주,50대,사업자금,N,0,상환중
LN205348,2025-03-31,2600000,10.5,36,3등급,울산,20대,의료비,N,0,정상
LN201210,2025-03-26,2270000,17.27,36,6등급,제주,20대,교육비,N,0,상환중
LN205263,2025-05-31,4700000,9.06,12,3등급, 서울,20대,주거자금,N,0,정상상환
LN200840,2024-02-23,900000,17.59,36,6등급,경기,40대,교육비,N,0,완제
LN201327,2024-08-12,2990000,17.23,6,5등급,충북,40대,주거자금,N,0,정상
LN200203,2024-02-20,500000,19.83,24,6등급,경남,30대,채무상환,N,0,정상상환
LN204827,2024-06-30,5250000,5.8,48,1등급,충남,20대,채무상환,N,0,상환중
LN202506,2024-03-03,2200000,10.15,24,4등급,충북,20대,채무상환,N,0,상환중
LN205142,2025-06-23,2950000,13.79,60,5등급,경기,20대,생활자금,N,0,상환중
LN204586,2025-05-14,2150000,12.87,36,4등급,제주,60대 이상,의료비,N,0,상환중
LN204523,2024-12-23,1020000,12.15,36,4등급,경남,20대,교육비,N,0,정상상환
LN201568,2025-04-18,1060000,11.9,36,4등급,부산,40대,생활자금,N,0,완제
LN205377,2024-04-09,1690000,16.37,12,5등급,충북,40대,채무상환,Y,83,연체
LN203574,2025-01-18,5340000,19.23,12,6등급,경북,30대,생활자금,N,0,상환중
LN203713,2024-09-05,5960000,14.2,12,5등급,강원,40대,사업자금,N,0,정상
LN203990,2024-11-29,2080000,12.31,24,4등급,대전,50대,생활자금,N,0,상환중
LN204501,2024-11-07,3790000,19.42,6,7등급,충북,30대,사업자금,N,0,상환중
LN202255,2024-01-10,1260000,22.11,36,7등급,광주,50대,주거자금,N,0,정상상환
LN204752,2025-05-03,1840000,6.15,12,1등급,전남,20대,채무상환,N,0,완제
LN202589,2025-05-02,740000,6.61,6,1등급,경남,50대,기타,N,0,완제
LN202760,2025-06-01,9400000,10.94,12,4등급,전남,20대,의료비,N,0,상환중
LN201709,2024-03-02,2050000,7.19,24,2등급,부산,40대,사업자금,N,0,정상
LN202684,2025-03-21,3360000,8.56,12,3등급,전남,30대,채무상환,N,0,상환중
LN205192,2024-05-07,1940000,6.75,12,2등급,인천,20대,생활자금,N,0,완제
LN205595,2024-04-18,5830000,11.64,48,4등급,충북,40대,의료비,N,0,정상
LN203145,2024-12-25,3940000,20.31,6,7등급,제주,50대,주거자금,Y,23,연체
LN202415,2024-05-29,1650000,19.88,12,7등급,서울,50대,사업자금,N,0,상환중
LN202796,2024-08-19,2410000,11.77,36,4등급,부산,50대,생활자금,N,0,상환중
LN202341,2025-02-03,6320000,16.25,12,6등급,대전,50대,채무상환,N,0,정상상환
LN202332,2024-06-01,3800000,11.9,12,4등급,전남,30대,기타,N,0,상환중
LN204235,2024-10-06,4690000,13.53,24,4등급,서울,30대,교육비,N,0,정상상환
LN205361,2024-06-28,2650000,8.99,24,3등급,세종,20대,사업자금,N,0,정상
LN200574,2024-03-08,1110000,11.66,24,4등급,대구,20대,교육비,Y,44,연체
LN201136,2025-04-09,3330000,6.69,24,2등급,경기,30대,생활자금,아니오,0,상환중
LN202628,2025-02-12,3220000,8.65,12,2등급,대구,20대,기타,N,0,완제
LN204410,2024-12-09,2090000,11.62,24,4등급,전남,20대,주거자금,Y,55,연체
LN200974,2025-02-17,1380000,14.93,12,5등급,제주,40대,주거자금,N,0,완제
LN205905,2024-01-31,1930000,6.96,24,2등급,부산,30대,의료비,N,0,정상상환
LN203757,2024-08-12,1760000,9.3,36,2등급,강원,30대,기타,N,0,정상
LN200804,2025-02-09,810000,9.44,12,3등급,대전,20대,기타,N,0,정상상환
LN201862,2024-12-26,1020000,7.99,60,1등급,광주,40대,교육비,N,0,완제
LN203029,2024-05-09,2230000,9.88,12,3등급,강원,20대,채무상환,N,0,상환중
LN205347,2025-05-23,700000,11.32,24,4등급,울산,20대,채무상환,N,0,상환중
LN203232,2024-08-18,5010000,19.25,48,6등급,대전,20대,기타,N,0,정상
LN204028,2024-10-26,1480000,18.04,6,7등급,충북,30대,기타,N,0,정상
LN200767,2025-05-17,2410000,9.03,24,3등급,대구,30대,의료비,N,0,정상
LN201106,2024-09-09,1140000,14.97,48,5등급,광주,60대 이상,기타,아니오,0,완제
LN200398,2024-03-04,3110000,13.17,60,4등급,울산,60대 이상,기타,N,0,정상상환
LN201584,2025-05-15,2030000,5.95,48,1등급,인천,50대,생활자금,N,0,정상
LN202106,2025-01-23,1410000,10.55,6,3등급,전북,40대,기타,N,0,상환중
LN202730,2025-05-21,800000,6.39,12,2등급,경기,60대 이상,채무상환,N,0,상환중
LN205603,2025-04-09,2820000,19.85,12,7등급,대전,40대,기타,N,0,정상
LN204069,2025-04-24,1330000,8.46,24,2등급,제주,30대,채무상환,N,0,정상
LN201756,2024-01-19,4420000,7.55,24,2등급,제주,60대 이상,생활자금,N,0,상환중
LN204570,2024-09-11,4880000,13.15,24,4등급,대전,60대 이상,기타,N,0,완제
LN203010,2025-01-31,4890000,18.09,12,6등급,인천,30대,생활자금,N,0,정상상환
LN205626,2024-06-15,930000,15.77,12,5등급,제주,30대,생활자금,N,0,상환중
LN204541,2024-09-19,1320000,19.19,12,7등급,경기,20대,교육비,N,0,상환중
LN202723,2024-03-23,500000,8.89,12,3등급,충북,50대,의료비,N,0,상환중
LN205674,2024-10-06,1070000,18.99,24,6등급,경남,40대,교육비,N,0,정상
LN204907,2025-01-13,9660000,16.19,6,5등급,광주,30대,기타,N,0,상환중
LN203503,2025-01-17,1990000,5.71,36,1등급,울산,20대,주거자금,N,0,상환중
LN202903,2024-08-24,1120000,7.18,6,3등급,강원,40대,의료비,N,0,상환중
LN200310,2024-01-31,2930000,11.07,24,3등급,부산,30대,주거자금,N,0,상환중
LN203792,2024-04-16,1190000,8.8,24,3등급,충남,30대,기타,N,0,정상상환
LN202047,2024-02-06,1760000,8.63,12,3등급,광주,30대,생활자금,N,0,완제
LN204660,2025-04-07,2180000,7.87,24,2등급,부산,30대,사업자금,N,0,상환중
LN201684,2024-09-01,1600000,17.87,48,6등급,전남,30대,기타,Y,94,상각
LN204009,2024-02-02,2590000,12.44,24,4등급,광주,30대,의료비,N,0,상환중
LN201396,2024-01-19,2110000,8.28,12,2등급,전남,40대,의료비,N,0,상환중
LN201392,2024-02-12,6020000,8.12,24,3등급,충남,20대,사업자금,N,0,상환중
LN202435,2024-07-13,1480000,7.59,48,3등급,제주,60대 이상,생활자금,Y,65,연체
LN201046,2024-05-27,1990000,13.27,48,4등급,경북,50대,채무상환,N,0,정상상환
LN203253,2025-01-25,3680000,12.76,36,4등급,대구,40대,교육비,N,0,정상상환
LN204720,2024-08-31,3030000,10.11,24,3등급,제주,40대,교육비,N,0,완제
LN205685,2025-04-11,1450000,13.75,12,5등급,부산,40대,교육비,N,0,정상상환
LN200925,2024-02-17,2190000,5.43,60,2등급,경남,50대,기타,N,0,정상상환
LN205222,2024-03-06,1080000,10.51,60,3등급,전남,20대,사업자금,N,0,완제
LN204193,2025-02-10,2280000,12.57,24,4등급,busan,60대 이상,사업자금,N,0,상환중
LN201547,2024-04-01,2260000,8.03,24,2등급,경북,30대,기타,N,0,상환중
LN200158,2025-04-25,950000,10.78,12,3등급,대구,20대,채무상환,N,0,상환중
LN203302,2025-04-08,3400000,10.63,6,4등급,강원,20대,의료비,N,0,상환중
LN205709,2024-11-15,1870000,9.51,48,3등급,강원,40대,주거자금,N,0,상환중
LN200609,2024-04-29,3360000,4.53,6,1등급,대전,20대,의료비,N,0,정상상환
LN200162,2024-10-21,2180000,12.78,6,4등급,인천,60대 이상,생활자금,N,0,정상상환
LN202654,2024-10-27,1160000,11.3,24,4등급,경북,30대,생활자금,N,0,정상상환
LN205083,2024-06-14,3600000,20.21,12,7등급,광주,30대,교육비,Y,5,연체
LN201411,2024-09-15,5660000,19.57,48,6등급,대구,20대,교육비,N,0,상환중
LN202224,2025-02-18,1820000,16.36,12,5등급,울산,40대,기타,N,0,완제
LN202283,2024-07-04,2380000,21.25,12,7등급,광주,50대,채무상환,N,0,상환중
LN201610,2025-06-19,5200000,16.59,48,6등급,대전,20대,사업자금,Y,-1,연체
LN200191,2024-12-18,1280000,18.59,6,6등급,경남,60대 이상,생활자금,N,0,완제
LN200608,2025-06-18,2000000,19.65,60,7등급,인천,40대,생활자금,N,0,상환중
LN204186,2024-11-12,1320000,14.82,6,5등급,광주,40대,기타,N,0,상환중
LN205959,2024-12-17,940000,16.54,24,5등급,대전,30대,의료비,N,0,상환중
LN202290,2025-01-24,1520000,6.21,12,2,충북,30대,채무상환,N,0,상환중
LN201766,2025-03-03,1380000,14.6,24,5등급,울산,20대,주거자금,N,0,정상상환
LN200243,2025-04-10,980000,16.23,36,5등급,경북,40대,채무상환,N,0,상환중
LN205181,2025-03-10,1140000,8.93,60,3등급,경기,50대,의료비,N,0,상환중
LN201923,2025-03-06,1340000,18.46,36,6등급,인천,50대,의료비,N,0,완제
LN204582,2025-02-16,3250000,12.7,12,4등급,대구,30대,사업자금,N,0,완제
LN200875,2024-06-05,630000,17.6,12,6등급,충남,30대,교육비,Y,142,채무불이행
LN202810,2024-06-17,1760000,10.63,48,4등급,부산,50대,사업자금,N,0,완제
LN200217,2024-04-10,2020000,15.02,12,5등급,세종,40대,채무상환,N,0,정상상환
LN201445,2025-06-17,2230000,8.79,12,3등급,경북,40대,교육비,N,0,정상
LN200806,2024-01-25,4700000,6.52,12,2,전북,30대,채무상환,N,0,상환중
LN203522,2025-05-29,1420000,19.42,12,7등급,경북,20대,사업자금,Y,34,연체
LN204985,2024-10-06,2010000,15.19,6,5등급,대전,50대,사업자금,N,0,정상상환
LN201325,2025-06-05,9840000,13.05,12,5등급,세종,20대,교육비,N,0,정상상환
LN202263,2024-02-16,3150000,21.15,60,7등급,세종,50대,의료비,N,0,상환중
LN202771,2024-12-05,1760000,15.74,60,5등급,대구,60대 이상,주거자금,N,0,완제
LN205564,2025-03-21,4040000,11.79,24,4등급,서울,20대,기타,N,0,상환중
LN200872,2025-02-21,4130000,9.67,12,3등급,대구,60대 이상,사업자금,N,0,상환중
LN203849,2024-07-28,1080000,7.67,48,2등급,서울,60대 이상,주거자금,N,0,상환중
LN201262,2024-01-30,2160000,20.81,12,7등급,경기,20대,교육비,N,0,정상
LN204658,2025-01-20,2580000,18.79,6,7등급,충북,20대,기타,Y,35,연체
LN200292,2024-07-27,3280000,15.8,24,5등급,강원,40대,기타,N,0,정상
LN202954,2025-04-08,1460000,15.88,6,4등급,전북,20대,주거자금,N,0,완제
LN205033,2024-03-07,7210000,16.53,12,6등급,충북,30대,의료비,N,0,상환중
LN205641,2025-02-27,2880000,13.96,36,5등급,전남,50대,기타,N,0,완제
LN202325,2025-01-27,1580000,19.34,24,6등급,대전,40대,채무상환,N,0,완제
LN203973,2024-10-12,3300000,19.96,36,7등급,충남,40대,교육비,N,0,상환중
LN202029,2024-06-29,1480000,5.65,48,2등급,대구,50대,사업자금,N,0,상환중
LN200918,2024-12-04,3300000,19.43,24,6등급,충남,30대,사업자금,N,0,상환중
LN204148,2025-04-29,590000,13.5,24,5등급,인천,50대,사업자금,N,0,상환중
LN205608,2025-02-07,1700000,15.33,24,5등급,전남,30대,사업자금,N,0,상환중
LN202575,2024-10-09,3060000,12.95,24,5등급,세종,40대,채무상환,N,0,상환중
LN205914,2024-11-21,1360000,12.54,48,3등급,대구,40대,기타,N,0,정상상환
LN202946,2024-01-17,3500000,14.7,12,5등급,충북,60대 이상,기타,Y,16,연체
LN204161,2025-06-04,5110000,9.4,24,4등급,인천,40대,생활자금,N,0,정상
LN205365,2025-01-03,5540000,20.12,24,7등급,강원,60대 이상,채무상환,N,0,상환중
LN205476,2024-09-03,2250000,19.59,48,6등급,인천,50대,생활자금,N,0,완제
LN204682,2024-12-28,1480000,20.27,60,7,대구,40대,주거자금,N,0,정상상환
LN205372,2024-11-30,840000,5.97,24,1등급,제주,30대,채무상환,N,0,상환중
LN203126,2024-09-20,3480000,13.23,12,4등급,광주,30대,주거자금,N,0,상환중
LN204381,2024-06-14,2930000,7.11,12,2등급,충북,20대,사업자금,N,0,정상
LN203710,2025-02-11,760000,19.13,36,7등급,서울,30대,생활자금,Y,18,연체
LN200847,2024-11-09,3820000,20.16,48,6등급,전남,40대,채무상환,N,0,완제
LN201782,2024-06-09,9810000,8.03,12,2등급,울산,40대,주거자금,N,0,완제
LN201521,2024-10-18,5880000,8.6,36,2등급,제주,50대,생활자금,N,0,상환중
LN205266,2024-12-26,1700000,12.65,60,4등급,전남,20대,의료비,Y,4,연체
LN204908,2025-03-18,1590000,11.26,6,3등급,경기,30대,사업자금,N,0,완제
LN202571,2025-05-24,5860000,5.54,6,1등급,경남,20대,생활자금,N,0,상환중
LN202997,2024-01-03,8210000,12.55,12,3등급,강원,20대,채무상환,N,0,정상
LN204284,2024-12-24,1240000,10.44,6,3등급,전남,20대,기타,N,0,정상
LN201514,2024-06-16,1100000,9.63,6,3등급,전북,30대,교육비,N,0,정상상환
LN200256,2025-02-07,1360000,12.35,48,5,충북,40대,교육비,N,0,정상상환
LN201814,2025-05-28,1020000,8.36,60,2등급,충북,40대,기타,N,0,상환중
LN200019,2024-10-27,2590000,5.32,12,1등급,세종,30대,교육비,N,0,상환중
LN203279,2024-05-03,740000,15.28,12,5등급,전남,40대,사업자금,N,0,완제
LN200668,2025-03-22,1670000,12.18,24,4등급,제주,20대,기타,N,0,정상
LN201506,2024-10-08,660000,9.23,48,3등급,세종,50대,사업자금,Y,9,연체
LN201850,2025-02-11,1530000,19.45,24,7등급,제주,20대,교육비,N,0,완제
LN205048,2025-02-01,1540000,4.53,24,1등급,충남,40대,교육비,N,0,정상상환
LN204644,2024-07-07,2490000,17.37,48,5등급,경남,40대,기타,N,0,정상상환
LN205172,2025-05-27,890000,10.25,60,3등급,경기,40대,생활자금,N,0,상환중
LN200464,2024-05-14,1240000,15.74,24,5등급,경기,20대,교육비,N,0,완제
LN205725,2024-10-15,3670000,20.51,12,7등급,광주,40대,의료비,N,0,완제
LN200912,2024-09-14,4960000,11.98,12,4등급,부산,40대,주거자금,N,0,완제
LN205394,2024-07-30,2960000,14.53,24,5등급,전북,30대,기타,N,0,정상
LN201508,2024-02-14,1420000,11.76,12,4등급,제주,20대,의료비,N,0,완제
LN200927,2025-01-14,3320000,17.33,12,6등급,충남,50대,생활자금,N,0,상환중
LN201116,2024-01-21,3780000,17.18,36,7등급,서울,50대,채무상환,N,0,정상상환
LN200024,2024-10-29,2280000,15.75,48,5등급,전남,40대,생활자금,N,0,상환중
LN203967,2024-09-05,7590000,6.83,48,1등급,대전,30대,기타,N,0,완제
LN204449,2024-05-30,3580000,9.18,36,3등급,충남,40대,교육비,N,0,상환중
LN204482,2024-05-08,1700000,6.7,12,2등급,광주,30대,의료비,N,0,정상
LN202030,2024-10-04,7380000,3.95,60,1등급,서울,20대,교육비,N,0,완제
LN201975,2024-11-18,3420000,13.14,24,4등급,전남,60대 이상,의료비,N,0,정상
LN202802,2024-09-15,2410000,6.11,12,1등급,충북,30대,사업자금,N,0,상환중
LN201288,2024-02-16,1780000,15.65,36,5등급,대전,40대,사업자금,Y,13,연체
LN205707,2024-04-10,6460000,5.29,12,1등급,광주,40대,주거자금,Y,59,연체
LN204602,2024-10-12,3470000,18.57,6,7등급,서울,30대,채무상환,N,0,완제
LN202020,2025-06-03,1080000,16.27,24,5등급,대구,30대,의료비,Y,11,연체
LN205113,2024-04-13,3960000,12.34,24,4등급,부산,50대,의료비,N,0,완제
LN200077,2024-08-16,5170000,14.66,36,5등급,전남,30대,기타,N,0,완제
LN202427,2025-05-16,6690000,9.98,24,3등급,경북,20대,기타,N,0,정상
LN204849,2025-04-22,1990000,14.22,12,5등급,경기,30대,생활자금,N,0,상환중
LN204988,2024-04-14,4850000,9.83,36,3등급,광주,40대,생활자금,N,0,완제
LN201057,2025-03-05,1210000,14.67,24,5등급,경북,30대,기타,N,0,상환중
LN201270,2025-02-27,4290000,16.21,12,5등급,세종,20대,채무상환,N,0,완제
LN202204,2024-09-30,1960000,3.05,12,1등급,울산,30대,의료비,N,0,상환중
LN204774,2024-12-26,1380000,9.11,60,3등급,광주,30대,주거자금,N,0,상환중
LN203571,2024-05-15,8530000,12.78,12,4,전남,20대,생활자금,N,0,완제
LN200862,2025-02-25,1070000,18.3,60,6등급,강원,50대,사업자금,N,0,정상상환
LN203334,2024-07-28,3460000,11.03,24,3등급,강원,30대,사업자금,N,0,완제
LN202905,2024-01-22,2410000,12.02,24,3등급,대구,40대,사업자금,N,0,정상
LN204054,2025-04-22,6240000,16.01,24,5등급,경북,40대,채무상환,N,0,상환중
LN203886,2024-06-04,4260000,18.12,12,7등급,세종,60대 이상,의료비,Y,1,연체
LN203481,2024-01-20,5100000,20.35,24,7등급,울산,30대,교육비,Y,36,연체
LN204034,2024-06-27,1600000,4.02,24,2등급,경남,20대,사업자금,Y,1,연체
LN204353,2024-10-20,3940000,17.06,12,5등급,전남,50대,기타,N,0,정상상환
LN201016,2025-02-03,4480000,16.07,12,5등급,경북,40대,의료비,N,0,상환중
LN201403,2024-11-03,4090000,7.82,12,2등급,광주,20대,채무상환,N,0,상환중
LN200132,2024-01-15,1660000,12.55,24,4등급,경북,50대,사업자금,N,0,완제
LN200989,2024-05-23,3770000,11.5,6,3등급,경북,50대,채무상환,Y,23,연체
LN202920,2024-07-02,3240000,7.64,60,2등급,충남,30대,기타,N,0,완제
LN205087,2024-03-31,3510000,9.25,24,3등급,부산,20대,채무상환,N,0,상환중
LN200050,2024-03-23,2260000,13.78,24,4등급,대구,30대,기타,N,0,상환중
LN201147,2024-10-21,1160000,7.24,60,2등급,부산,20대,생활자금,아니오,0,정상상환
LN204978,2024-06-08,1620000,12.21,6,4등급,울산,40대,사업자금,N,0,상환중
LN204216,2024-09-30,1630000,14.5,24,5등급,광주,30대,주거자금,N,0,정상상환
LN202573,2024-08-14,2050000,12.96,12,4등급,경남,20대,의료비,N,0,정상상환
LN201154,2024-03-05,4390000,18.97,36,7등급,경북,20대,생활자금,N,0,정상상환
LN203664,2024-12-02,1140000,20.81,24,7등급,부산,50대,채무상환,N,0,상환중
LN203752,2024-08-10,1230000,16.15,48,4등급,전북,30대,채무상환,N,0,정상
LN205491,2024-12-18,2440000,11.77,12,4등급,전북,30대,채무상환,N,0,상환중
LN201144,2025-01-22,1270000,6.32,12,2등급,대구,20대,채무상환,N,0,정상
LN202835,2024-09-13,720000,12.05,12,4등급,인천,30대,교육비,N,0,정상
LN200816,2024-08-26,1210000,18.24,24,7등급,충남,30대,의료비,N,0,상환중
LN201478,2025-02-18,2070000,10.26,12,3등급,제주,40대,기타,N,0,상환중
LN200039,2024-12-07,2700000,6.22,12,1등급,충남,50대,채무상환,N,0,정상상환
LN201031,2025-01-02,2210000,18.12,60,6등급,부산광역시,50대,기타,N,0,상환중
LN200595,2025-01-12,2580000,16.59,48,5등급,경기 ,50대,채무상환,N,0,정상상환
LN205288,2025-05-22,7380000,8.76,24,2등급,광주,30대,사업자금,N,0,상환중
LN205507,2025-04-09,970000,,36,,,30대,,N,0,상환중
LN203787,2024-11-28,2840000,12.63,24,4등급,인천,60대 이상,사업자금,N,0,상환중
LN202675,2024-10-12,860000,12.22,12,4등급,대구,50대,기타,N,0,정상
LN204400,2024-03-10,1340000,10.15,12,3등급,전북,30대,채무상환,Y,28,연체
LN200429,2025-06-13,2030000,8.05,36,2등급,충북,20대,사업자금,N,0,상환중
LN204655,2024-09-18,2160000,11.62,24,4등급,강원,50대,교육비,N,0,상환중
LN202867,2024-03-12,2160000,18.8,24,6등급,인천,40대,기타,N,0,정상
LN201844,2024-01-24,2470000,19.59,60,7등급,busan,40대,채무상환,N,0,상환중
LN204744,2025-05-25,1990000,12.05,24,4등급,충북,40대,교육비,Y,51,연체
LN204116,2024-05-13,3560000,13.61,12,4등급,충남,20대,기타,N,0,정상
LN200788,2024-07-12,580000,18.73,48,6등급,제주,30대,주거자금,N,0,정상
LN203039,2024-09-01,1310000,18.49,60,6등급,서울,20대,주거자금,Y,47,연체
LN205481,2025-01-28,6900000,14.45,36,5등급,충북,30대,사업자금,N,0,정상
LN205790,2025-05-19,1460000,10.24,6,3등급,부산,30대,사업자금,N,0,정상
LN205008,2024-11-20,2710000,6.58,12,2등급,서울,20대,의료비,N,0,상환중
LN202690,2025-05-05,1910000,6.59,48,1등급,강원,40대,의료비,Y,43,연체
LN202175,2024-06-18,1020000,11.47,60,4등급,부산,20대,채무상환,N,0,상환중
LN205183,2024-08-06,1030000,6.68,36,3등급,부산,30대,기타,Y,14,연체
LN205315,2025-02-05,1170000,15.04,12,5등급,전북,30대,의료비,N,0,상환중
LN204202,2024-08-01,3550000,13.61,12,4등급,울산,60대 이상,주거자금,N,0,정상
LN201453,2025-06-21,1840000,15.07,6,5등급,서울,30대,교육비,N,0,상환중
LN201919,2024-03-19,1190000,18.03,12,7등급,전남,50대,의료비,Y,16,연체
LN204382,2024-01-05,880000,10.47,12,3등급,충남,20대,교육비,N,0,정상
LN201908,2024-03-15,1870000,8.81,24,4등급,경남,30대,사업자금,N,0,상환중
